"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 31 14:53:40 GMT 2022","Tue May 31 14:54:12 GMT 2022","31638","","ExamTest","","ExamTest","navigateOnBlondeSite","navigateOnBlondeSite()","Navigation to the login page"
"passed","Tue May 31 14:54:12 GMT 2022","Tue May 31 14:54:13 GMT 2022","1144","","ExamTest","","ExamTest","loginBlondeSite","loginBlondeSite()","Navigation to the login page"
