"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 07:11:26 GMT 2022","Thu Jul 07 07:11:33 GMT 2022","7500","","MainWorkWithDataTest","","MainWorkWithDataTest","savingImageFromBlondeSite","savingImageFromBlondeSite()","Save an image from subpage"
"passed","Thu Jul 07 07:09:18 GMT 2022","Thu Jul 07 07:09:21 GMT 2022","3205","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 1 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 07:11:11 GMT 2022","Thu Jul 07 07:11:19 GMT 2022","7324","","MainWorkWithDataTest","","MainWorkWithDataTest","deleteInputFromContactOnBlondeSite","deleteInputFromContactOnBlondeSite()","Fill and delete contact fields and check warning message"
"passed","Thu Jul 07 07:11:39 GMT 2022","Thu Jul 07 07:11:46 GMT 2022","6327","","MainWorkWithDataTest","","MainWorkWithDataTest","tablesAgeTestOnBlondeSite","tablesAgeTestOnBlondeSite()","Check first table's Age column (array)"
"failed","Thu Jul 07 07:10:56 GMT 2022","Thu Jul 07 07:11:04 GMT 2022","8060","","MainWorkWithDataTest","","MainWorkWithDataTest","fillContactFromTxtFileOnBlondeSite","fillContactFromTxtFileOnBlondeSite()","Fill all contact field from TXT file, and send Submit button"
"passed","Thu Jul 07 07:09:22 GMT 2022","Thu Jul 07 07:09:23 GMT 2022","721","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 3 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 07:09:26 GMT 2022","Thu Jul 07 07:09:27 GMT 2022","811","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 4 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 07:09:24 GMT 2022","Thu Jul 07 07:09:25 GMT 2022","620","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 1 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 07:07:52 GMT 2022","Thu Jul 07 07:07:58 GMT 2022","6511","","MainUserManagementTest","","MainUserManagementTest","acceptContractOnBlondeSite","acceptContractOnBlondeSite()","Accept the 'Terms and Conditions' popup window"
"passed","Thu Jul 07 07:09:28 GMT 2022","Thu Jul 07 07:10:31 GMT 2022","63155","","MainControlSiteTest","","MainControlSiteTest","pagesOnBlondeSite","pagesOnBlondeSite()","Click on next page buttons  at subpage and check titles"
