"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 11:44:02 GMT 2022","Thu Jul 07 11:44:08 GMT 2022","5864","","MainControlSiteTest","","MainControlSiteTest","cssStyleOnBlondeSite","cssStyleOnBlondeSite()","Click on 'moon' button and check the result (button and class name changing)"
"passed","Thu Jul 07 11:42:46 GMT 2022","Thu Jul 07 11:42:47 GMT 2022","607","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 4 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"failed","Thu Jul 07 11:45:46 GMT 2022","Thu Jul 07 11:45:58 GMT 2022","12177","","MainWorkWithDataTest","","MainWorkWithDataTest","fillContactFromJSONFileOnBlondeSite","fillContactFromJSONFileOnBlondeSite()","Fill all contact field from JSON file, and send Submit button"
"passed","Thu Jul 07 11:42:49 GMT 2022","Thu Jul 07 11:42:49 GMT 2022","545","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 3 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 11:41:25 GMT 2022","Thu Jul 07 11:41:42 GMT 2022","16705","","MainUserManagementTest","","MainUserManagementTest","loginToBlondeSite","loginToBlondeSite()","Login with one user and check result"
"passed","Thu Jul 07 11:42:43 GMT 2022","Thu Jul 07 11:42:45 GMT 2022","2301","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 1 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 11:44:53 GMT 2022","Thu Jul 07 11:45:00 GMT 2022","6534","","MainWorkWithDataTest","","MainWorkWithDataTest","tablesNameTestOnBlondeSite","tablesNameTestOnBlondeSite()","Check first table's Name column (array)"
"passed","Thu Jul 07 11:42:50 GMT 2022","Thu Jul 07 11:42:51 GMT 2022","704","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 5 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"failed","Thu Jul 07 11:44:19 GMT 2022","Thu Jul 07 11:44:27 GMT 2022","7155","","MainWorkWithDataTest","","MainWorkWithDataTest","fillContactFromTxtFileOnBlondeSite","fillContactFromTxtFileOnBlondeSite()","Fill all contact field from TXT file, and send Submit button"
"passed","Thu Jul 07 11:42:48 GMT 2022","Thu Jul 07 11:42:48 GMT 2022","528","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 1 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 11:42:45 GMT 2022","Thu Jul 07 11:42:46 GMT 2022","615","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 2 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 11:45:00 GMT 2022","Thu Jul 07 11:45:06 GMT 2022","5796","","MainWorkWithDataTest","","MainWorkWithDataTest","tablesAgeTestOnBlondeSite","tablesAgeTestOnBlondeSite()","Check first table's Age column (array)"
"passed","Thu Jul 07 11:42:48 GMT 2022","Thu Jul 07 11:42:49 GMT 2022","547","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 2 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 11:44:33 GMT 2022","Thu Jul 07 11:44:40 GMT 2022","6609","","MainWorkWithDataTest","","MainWorkWithDataTest","deleteInputFromContactOnBlondeSite","deleteInputFromContactOnBlondeSite()","Fill and delete contact fields and check warning message"
"passed","Thu Jul 07 11:44:08 GMT 2022","Thu Jul 07 11:44:19 GMT 2022","11750","","MainControlSiteTest","","MainControlSiteTest","linksOnBlondeSite","linksOnBlondeSite()","Click on all links at subpage and check titles"
"passed","Thu Jul 07 11:43:53 GMT 2022","Thu Jul 07 11:44:02 GMT 2022","8367","","MainControlSiteTest","","MainControlSiteTest","tagsOnBlondeSite","tagsOnBlondeSite()","Click on all tags  at subpage and check titles"
"failed","Thu Jul 07 11:44:40 GMT 2022","Thu Jul 07 11:44:46 GMT 2022","6138","","MainWorkWithDataTest","","MainWorkWithDataTest","saveTextFromBlondeSite","saveTextFromBlondeSite()","Saving Text from the Blonde Site"
"failed","Thu Jul 07 11:44:27 GMT 2022","Thu Jul 07 11:44:33 GMT 2022","6837","","MainWorkWithDataTest","","MainWorkWithDataTest","fillContactOnBlondeSite","fillContactOnBlondeSite()","Fill all contact field from defined strings, and send Submit button"
"failed","Thu Jul 07 11:39:06 GMT 2022","Thu Jul 07 11:39:29 GMT 2022","23166","","MainUserManagementTest","","MainUserManagementTest","deleteAccountFromBlondeSite","deleteAccountFromBlondeSite()","Delete account data and check result"
"passed","Thu Jul 07 11:41:19 GMT 2022","Thu Jul 07 11:41:25 GMT 2022","6051","","MainUserManagementTest","","MainUserManagementTest","acceptContractOnBlondeSite","acceptContractOnBlondeSite()","Accept the 'Terms and Conditions' popup window"
"passed","Thu Jul 07 11:39:40 GMT 2022","Thu Jul 07 11:40:51 GMT 2022","70635","","MainUserManagementTest","","MainUserManagementTest","loginFromJSONFileToBlondeSite","loginFromJSONFileToBlondeSite()","Login with five users and check result"
"passed","Thu Jul 07 11:44:46 GMT 2022","Thu Jul 07 11:44:53 GMT 2022","7033","","MainWorkWithDataTest","","MainWorkWithDataTest","savingImageFromBlondeSite","savingImageFromBlondeSite()","Save an image from subpage"
"passed","Thu Jul 07 11:42:47 GMT 2022","Thu Jul 07 11:42:48 GMT 2022","570","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 5 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
