"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 12:22:19 GMT 2022","Thu Jul 07 12:23:28 GMT 2022","69221","","MainUserManagementTest","","MainUserManagementTest","loginFromJSONFileToBlondeSite","loginFromJSONFileToBlondeSite()","Login with five users and check result"
"passed","Thu Jul 07 12:25:20 GMT 2022","Thu Jul 07 12:25:21 GMT 2022","496","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 5 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 12:23:28 GMT 2022","Thu Jul 07 12:23:50 GMT 2022","21811","","MainUserManagementTest","","MainUserManagementTest","modifyDataOnBlondeSite","modifyDataOnBlondeSite()","Modiiy profile data and check result"
"passed","Thu Jul 07 12:24:01 GMT 2022","Thu Jul 07 12:24:18 GMT 2022","16348","","MainUserManagementTest","","MainUserManagementTest","loginToBlondeSite","loginToBlondeSite()","Login with one user and check result"
"passed","Thu Jul 07 12:26:37 GMT 2022","Thu Jul 07 12:26:47 GMT 2022","9826","","MainControlSiteTest","","MainControlSiteTest","linksOnBlondeSite","linksOnBlondeSite()","Click on all links at subpage and check titles"
"failed","Thu Jul 07 12:26:47 GMT 2022","Thu Jul 07 12:26:54 GMT 2022","6865","","MainWorkWithDataTest","","MainWorkWithDataTest","fillContactFromTxtFileOnBlondeSite","fillContactFromTxtFileOnBlondeSite()","Fill all contact field from TXT file, and send Submit button"
"passed","Thu Jul 07 12:24:56 GMT 2022","Thu Jul 07 12:25:17 GMT 2022","21595","","MainUserManagementTest","","MainUserManagementTest","logoutFromBlondeSite","logoutFromBlondeSite()","Logout from site and check result"
"passed","Thu Jul 07 12:25:23 GMT 2022","Thu Jul 07 12:26:25 GMT 2022","61798","","MainControlSiteTest","","MainControlSiteTest","pagesOnBlondeSite","pagesOnBlondeSite()","Click on next page buttons  at subpage and check titles"
"passed","Thu Jul 07 12:25:19 GMT 2022","Thu Jul 07 12:25:19 GMT 2022","461","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 2 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"failed","Thu Jul 07 12:27:07 GMT 2022","Thu Jul 07 12:27:12 GMT 2022","5804","","MainWorkWithDataTest","","MainWorkWithDataTest","saveTextFromBlondeSite","saveTextFromBlondeSite()","Saving Text from the Blonde Site"
"passed","Thu Jul 07 12:25:17 GMT 2022","Thu Jul 07 12:25:19 GMT 2022","1475","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 1 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"failed","Thu Jul 07 12:21:45 GMT 2022","Thu Jul 07 12:22:07 GMT 2022","22346","","MainUserManagementTest","","MainUserManagementTest","deleteAccountFromBlondeSite","deleteAccountFromBlondeSite()","Delete account data and check result"
"passed","Thu Jul 07 12:24:18 GMT 2022","Thu Jul 07 12:24:56 GMT 2022","37856","","MainUserManagementTest","","MainUserManagementTest","registerFromJSONFileToBlondeSite","registerFromJSONFileToBlondeSite()","Register five users and check appearing message after every register"
"failed","Thu Jul 07 12:27:36 GMT 2022","Thu Jul 07 12:28:10 GMT 2022","34195","","MainWorkWithDataTest","","MainWorkWithDataTest","searchOnBlondeSite","searchOnBlondeSite()","Search with defined strings and check result"
"passed","Thu Jul 07 12:25:22 GMT 2022","Thu Jul 07 12:25:23 GMT 2022","485","","MainWebServiceTest","","MainWebServiceTest","webServiceTestNotFountAtBlondeSite","repetition 4 of 5","Running a REST test to check the connection with bad URL, if response code is 404, the page not found"
"passed","Thu Jul 07 12:26:31 GMT 2022","Thu Jul 07 12:26:37 GMT 2022","5689","","MainControlSiteTest","","MainControlSiteTest","cssStyleOnBlondeSite","cssStyleOnBlondeSite()","Click on 'moon' button and check the result (button and class name changing)"
"passed","Thu Jul 07 12:26:25 GMT 2022","Thu Jul 07 12:26:31 GMT 2022","6464","","MainControlSiteTest","","MainControlSiteTest","tagsOnBlondeSite","tagsOnBlondeSite()","Click on all tags  at subpage and check titles"
"passed","Thu Jul 07 12:27:25 GMT 2022","Thu Jul 07 12:27:30 GMT 2022","5658","","MainWorkWithDataTest","","MainWorkWithDataTest","tablesAgeTestOnBlondeSite","tablesAgeTestOnBlondeSite()","Check first table's Age column (array)"
"passed","Thu Jul 07 12:23:56 GMT 2022","Thu Jul 07 12:24:01 GMT 2022","5898","","MainUserManagementTest","","MainUserManagementTest","acceptContractOnBlondeSite","acceptContractOnBlondeSite()","Accept the 'Terms and Conditions' popup window"
"passed","Thu Jul 07 12:27:19 GMT 2022","Thu Jul 07 12:27:25 GMT 2022","5729","","MainWorkWithDataTest","","MainWorkWithDataTest","tablesNameTestOnBlondeSite","tablesNameTestOnBlondeSite()","Check first table's Name column (array)"
"passed","Thu Jul 07 12:23:50 GMT 2022","Thu Jul 07 12:23:55 GMT 2022","5932","","MainUserManagementTest","","MainUserManagementTest","closeContractOnBlondeSite","closeContractOnBlondeSite()","Close the Terms and Conditions popup window"
"passed","Thu Jul 07 12:25:20 GMT 2022","Thu Jul 07 12:25:20 GMT 2022","481","","MainWebServiceTest","","MainWebServiceTest","webServiceTestOkAtBlondeSite","repetition 4 of 5","Running a REST test to check the connection with correct URL, if response code is 200, the connection was established"
"passed","Thu Jul 07 12:27:12 GMT 2022","Thu Jul 07 12:27:19 GMT 2022","6614","","MainWorkWithDataTest","","MainWorkWithDataTest","savingImageFromBlondeSite","savingImageFromBlondeSite()","Save an image from subpage"
